,child_name,same_num_trials,Trials_onset,Trials_offset,Looks_ordinal,Looks_onset,Looks_offset,Looks_direction,trial_length,lookit_onset,lookit_offset,lookit_trial_length,lookit_trial_length_diff,lookit_onset_diff,lookit_offset_diff,ID.session,Looks.ordinal,Looks.onset,Looks.offset,Looks.direction,Trials.ordinal,Trials.onset,Trials.offset,Trials.x,Unnamed: 16
1,V56UPN,True,,,,,,,46002.0,55156.00000000001,100264.00000000001,45108.00000000001,-893.9999999999927,-217.99999999999272,-1111.9999999999854,,1.0,121110.0,122628.0,off,1.0,55374.0,101376.0,f,
2,V56UPN,True,,,,,,,45870.0,105187.00000000001,150250.0,45062.999999999985,-807.0000000000146,-82.99999999998545,-890.0,,2.0,224664.0,225390.0,off,2.0,105270.0,151140.0,f,
3,V56UPN,True,,,,,,,46134.0,154979.0,200040.00000000003,45061.00000000003,-1072.999999999971,11.0,-1061.999999999971,,3.0,230274.0,231792.0,off,3.0,154968.0,201102.0,f,
4,V56UPN,True,,,,,,,45870.0,204772.00000000003,249872.0,45099.99999999997,-770.0000000000291,-91.9999999999709,-862.0,,4.0,246114.0,248962.0,off,4.0,204864.0,250734.0,f,
5,V56UPN,True,,,,,,,46266.0,254580.0,299684.0,45104.0,-1162.0,18.0,-1144.0,,5.0,270600.0,274956.0,off,5.0,254562.0,300828.0,f,
6,V56UPN,True,,,,,,,45936.0,304649.0,349760.00000000006,45111.00000000006,-824.9999999999418,-73.0,-897.9999999999418,,6.0,284922.0,285978.0,off,6.0,304722.0,350658.0,f,
7,V56UPN,True,,,,,,,45794.0,354485.0,399602.00000000006,45117.00000000006,-676.9999999999418,-67.0,-743.9999999999418,,7.0,326238.0,327954.0,off,7.0,354552.0,400346.0,f,
8,V56UPN,True,,,,,,,17424.0,402072.0,419873.00000000006,17801.00000000006,377.0000000000582,-1320.0,-942.9999999999418,,8.0,333894.0,336930.0,off,8.0,403392.0,420816.0,t,
9,V56UPN,True,,,,,,,47190.0,422204.0,467361.00000000006,45157.00000000006,-2032.9999999999418,662.0,-1370.9999999999418,,9.0,340824.0,342870.0,off,9.0,421542.0,468732.0,t,
10,V56UPN,True,,,,,,,45936.0,469602.00000000006,514736.0,45133.99999999994,-802.0000000000582,-383.9999999999418,-1186.0,,10.0,375540.0,376596.0,off,10.0,469986.0,515922.0,t,
11,V56UPN,True,,,,,,,48510.0,516739.00000000006,561877.0000000001,45138.00000000006,-3371.999999999942,-436.9999999999418,-3808.9999999998836,,11.0,397188.0,399630.0,off,11.0,517176.0,565686.0,t,
0,BHZZPE,True,,,,,,,47528.0,7887.0,54003.0,46116.0,-1412.0,243.0,-1169.0,1.0,0.0,44564.0,45448.0,off,0.0,7644.0,55172.0,f,
1,BHZZPE,True,,,,,,,46436.0,64470.0,110134.0,45664.0,-772.0,42.0,-730.0,,1.0,76128.0,77480.0,off,1.0,64428.0,110864.0,f,
2,BHZZPE,True,,,,,,,46852.0,123428.00000000001,168633.0,45204.999999999985,-1647.0000000000146,656.0000000000146,-991.0,,2.0,84968.0,88660.0,off,2.0,122772.0,169624.0,f,
3,BHZZPE,True,,,,,,,46072.0,174292.0,219568.0,45276.0,-796.0,-116.0,-912.0,,3.0,94432.0,95732.0,off,3.0,174408.0,220480.0,f,
4,BHZZPE,True,,,,,,,46124.0,225454.0,270619.0,45165.0,-959.0,-18.0,-977.0,,4.0,107172.0,108160.0,off,4.0,225472.0,271596.0,f,
5,BHZZPE,True,,,,,,,37960.0,276446.0,313467.00000000006,37021.00000000006,-938.9999999999418,66.0,-872.9999999999418,,5.0,149500.0,151424.0,off,5.0,276380.0,314340.0,f,
6,BHZZPE,True,,,,,,,46280.0,319473.0,364722.00000000006,45249.00000000006,-1030.9999999999418,141.0,-889.9999999999418,,6.0,155480.0,157040.0,off,6.0,319332.0,365612.0,f,
7,BHZZPE,True,,,,,,,46176.0,370853.0,416176.00000000006,45323.00000000006,-852.9999999999418,-63.0,-915.9999999999418,,7.0,159576.0,161512.0,off,7.0,370916.0,417092.0,f,
8,BHZZPE,True,,,,,,,20955.0,419831.0,438881.0,19050.0,-1905.0,295.0,-1610.0,,8.0,164788.0,167076.0,off,8.0,419536.0,440491.0,t,
9,BHZZPE,True,,,,,,,17732.0,442632.0,458609.00000000006,15977.000000000058,-1754.9999999999418,1100.0,-654.9999999999418,,9.0,188968.0,190372.0,off,9.0,441532.0,459264.0,t,
10,BHZZPE,True,,,,,,,35776.0,461715.00000000006,496219.00000000006,34504.0,-1272.0,423.0000000000582,-848.9999999999418,,10.0,193336.0,195052.0,off,10.0,461292.0,497068.0,t,
11,BHZZPE,True,,,,,,,26832.0,499280.00000000006,525060.0000000001,25780.00000000006,-1051.9999999999418,444.0000000000582,-607.9999999998836,,11.0,201136.0,211588.0,e,11.0,498836.0,525668.0,t,
1,5WDNVZ,False,140012.0,170883.0,2.0,140012.0,170883.0,y,30871.0,55853.0,86859.00000000001,31006.000000000015,135.00000000001455,-84159.0,-84023.99999999999,,,,,,,,,,
2,5WDNVZ,False,170884.0,221135.0,3.0,170884.0,188665.0,y,50251.0,89772.0,134828.0,45056.0,-5195.0,-81112.0,-86307.0,,,,,,,,,,
3,5WDNVZ,False,170884.0,221135.0,4.0,188666.0,189481.0,n,50251.0,140099.00000000003,169895.0,29795.99999999997,-20455.00000000003,-30784.99999999997,-51240.0,,,,,,,,,,
4,5WDNVZ,False,170884.0,221135.0,5.0,189482.0,217055.0,y,50251.0,172805.0,217866.0,45061.0,-5190.0,1921.0,-3269.0,,,,,,,,,,
5,5WDNVZ,False,170884.0,221135.0,6.0,217056.0,221135.0,n,50251.0,228722.0,261171.0,32449.0,-17802.0,57838.0,40036.0,,,,,,,,,,
7,5WDNVZ,False,228922.0,262887.0,8.0,228922.0,250817.0,y,33965.0,314544.00000000006,352493.0,37948.99999999994,3983.999999999942,85622.00000000006,89606.0,,,,,,,,,,
8,5WDNVZ,False,228922.0,262887.0,9.0,250818.0,251769.0,n,33965.0,355110.0,396262.0,41152.0,7187.0,126188.0,133375.0,,,,,,,,,,
9,5WDNVZ,False,228922.0,262887.0,10.0,251770.0,262887.0,y,33965.0,468166.00000000006,513247.00000000006,45081.0,11116.0,239244.00000000006,250360.00000000006,,,,,,,,,,
10,5WDNVZ,False,262888.0,310793.0,11.0,262888.0,270673.0,y,47905.0,533484.0,564495.0,31011.0,-16894.0,270596.0,253702.0,,,,,,,,,,
11,5WDNVZ,False,262888.0,310793.0,12.0,270674.0,272441.0,n,47905.0,567065.0,612116.0,45051.0,-2854.0,304177.0,301323.0,,,,,,,,,,
12,5WDNVZ,False,262888.0,310793.0,13.0,272442.0,301307.0,y,47905.0,617211.0,647015.0,29804.0,-18101.0,354323.0,336222.0,,,,,,,,,,
13,5WDNVZ,False,262888.0,310793.0,14.0,301308.0,304095.0,n,47905.0,649406.0000000001,694447.0,45040.99999999988,-2864.0000000001164,386518.0000000001,383654.0,,,,,,,,,,
14,5WDNVZ,False,262888.0,310793.0,15.0,304096.0,309569.0,y,47905.0,,,,,,,,,,,,,,,,
15,5WDNVZ,False,262888.0,310793.0,16.0,309570.0,310793.0,n,47905.0,,,,,,,,,,,,,,,,
19,5WDNVZ,False,533596.0,567833.0,20.0,533596.0,550459.0,y,34237.0,,,,,,,,,,,,,,,,
20,5WDNVZ,False,533596.0,567833.0,21.0,550460.0,551717.0,n,34237.0,,,,,,,,,,,,,,,,
21,5WDNVZ,False,533596.0,567833.0,22.0,551718.0,558347.0,y,34237.0,,,,,,,,,,,,,,,,
22,5WDNVZ,False,533596.0,567833.0,23.0,558348.0,561611.0,n,34237.0,,,,,,,,,,,,,,,,
23,5WDNVZ,False,533596.0,567833.0,24.0,561612.0,567833.0,y,34237.0,,,,,,,,,,,,,,,,
24,5WDNVZ,False,567834.0,613223.0,25.0,567834.0,582929.0,y,45389.0,,,,,,,,,,,,,,,,
25,5WDNVZ,False,567834.0,613223.0,26.0,582930.0,584493.0,n,45389.0,,,,,,,,,,,,,,,,
26,5WDNVZ,False,567834.0,613223.0,27.0,584494.0,588437.0,y,45389.0,,,,,,,,,,,,,,,,
27,5WDNVZ,False,567834.0,613223.0,28.0,588438.0,591735.0,n,45389.0,,,,,,,,,,,,,,,,
28,5WDNVZ,False,567834.0,613223.0,29.0,591736.0,613223.0,y,45389.0,,,,,,,,,,,,,,,,
30,5WDNVZ,False,618018.0,648379.0,31.0,618018.0,628353.0,y,30361.0,,,,,,,,,,,,,,,,
31,5WDNVZ,False,618018.0,648379.0,32.0,628354.0,629985.0,n,30361.0,,,,,,,,,,,,,,,,
32,5WDNVZ,False,618018.0,648379.0,33.0,629986.0,632297.0,y,30361.0,,,,,,,,,,,,,,,,
33,5WDNVZ,False,618018.0,648379.0,34.0,632298.0,639539.0,n,30361.0,,,,,,,,,,,,,,,,
34,5WDNVZ,False,618018.0,648379.0,35.0,639540.0,648379.0,y,30361.0,,,,,,,,,,,,,,,,
35,5WDNVZ,False,648380.0,694581.0,36.0,648380.0,659123.0,y,46201.0,,,,,,,,,,,,,,,,
36,5WDNVZ,False,648380.0,694581.0,37.0,659124.0,660687.0,n,46201.0,,,,,,,,,,,,,,,,
37,5WDNVZ,False,648380.0,694581.0,38.0,660688.0,662999.0,y,46201.0,,,,,,,,,,,,,,,,
38,5WDNVZ,False,648380.0,694581.0,39.0,663000.0,668983.0,n,46201.0,,,,,,,,,,,,,,,,
39,5WDNVZ,False,648380.0,694581.0,40.0,668984.0,670173.0,y,46201.0,,,,,,,,,,,,,,,,
40,5WDNVZ,False,648380.0,694581.0,41.0,670174.0,671091.0,n,46201.0,,,,,,,,,,,,,,,,
41,5WDNVZ,False,648380.0,694581.0,42.0,671092.0,675103.0,y,46201.0,,,,,,,,,,,,,,,,
42,5WDNVZ,False,648380.0,694581.0,43.0,675104.0,686357.0,n,46201.0,,,,,,,,,,,,,,,,
43,5WDNVZ,False,648380.0,694581.0,44.0,686358.0,687513.0,y,46201.0,,,,,,,,,,,,,,,,
44,5WDNVZ,False,648380.0,694581.0,45.0,687514.0,691797.0,n,46201.0,,,,,,,,,,,,,,,,
45,5WDNVZ,False,648380.0,694581.0,46.0,691798.0,693531.0,y,46201.0,,,,,,,,,,,,,,,,
46,5WDNVZ,False,648380.0,694581.0,47.0,693532.0,694581.0,n,46201.0,,,,,,,,,,,,,,,,
1,JSEL4H,False,5746.0,43485.0,2.0,5746.0,10369.0,y,37739.0,53537.00000000001,98581.0,45043.99999999999,7304.999999999993,47791.00000000001,55096.0,,,,,,,,,,
2,JSEL4H,False,5746.0,43485.0,3.0,10370.0,17951.0,y,37739.0,106417.0,144898.0,38481.0,742.0,100671.0,101413.0,,,,,,,,,,
3,JSEL4H,False,5746.0,43485.0,4.0,17952.0,24411.0,n,37739.0,149762.0,194782.0,45020.0,7281.0,144016.0,151297.0,,,,,,,,,,
4,JSEL4H,False,5746.0,43485.0,5.0,24412.0,26791.0,y,37739.0,207677.00000000003,238652.00000000003,30975.0,-6764.0,201931.00000000003,195167.00000000003,,,,,,,,,,
5,JSEL4H,False,5746.0,43485.0,6.0,26792.0,31721.0,n,37739.0,243388.0,288421.0,45033.0,7294.0,237642.0,244936.0,,,,,,,,,,
6,JSEL4H,False,5746.0,43485.0,7.0,31722.0,33931.0,y,37739.0,294074.0,326524.0,32450.0,-5289.0,288328.0,283039.0,,,,,,,,,,
7,JSEL4H,False,5746.0,43485.0,8.0,33932.0,37535.0,n,37739.0,,,,,,,,,,,,,,,,
8,JSEL4H,False,5746.0,43485.0,9.0,37536.0,39711.0,y,37739.0,,,,,,,,,,,,,,,,
9,JSEL4H,False,5746.0,43485.0,10.0,39712.0,43485.0,n,37739.0,,,,,,,,,,,,,,,,
10,JSEL4H,False,43486.0,99721.0,11.0,43486.0,44879.0,n,56235.0,,,,,,,,,,,,,,,,
11,JSEL4H,False,43486.0,99721.0,12.0,44880.0,47531.0,y,56235.0,,,,,,,,,,,,,,,,
12,JSEL4H,False,43486.0,99721.0,13.0,47532.0,52155.0,n,56235.0,,,,,,,,,,,,,,,,
13,JSEL4H,False,43486.0,99721.0,14.0,52156.0,61879.0,y,56235.0,,,,,,,,,,,,,,,,
14,JSEL4H,False,43486.0,99721.0,15.0,61880.0,65313.0,n,56235.0,,,,,,,,,,,,,,,,
15,JSEL4H,False,43486.0,99721.0,16.0,65314.0,70073.0,y,56235.0,,,,,,,,,,,,,,,,
16,JSEL4H,False,43486.0,99721.0,17.0,70074.0,72895.0,n,56235.0,,,,,,,,,,,,,,,,
17,JSEL4H,False,43486.0,99721.0,18.0,72896.0,74493.0,y,56235.0,,,,,,,,,,,,,,,,
18,JSEL4H,False,43486.0,99721.0,19.0,74494.0,87855.0,n,56235.0,,,,,,,,,,,,,,,,
19,JSEL4H,False,43486.0,99721.0,20.0,87856.0,92581.0,y,56235.0,,,,,,,,,,,,,,,,
20,JSEL4H,False,43486.0,99721.0,21.0,92582.0,96015.0,n,56235.0,,,,,,,,,,,,,,,,
21,JSEL4H,False,43486.0,99721.0,22.0,96016.0,97647.0,y,56235.0,,,,,,,,,,,,,,,,
22,JSEL4H,False,43486.0,99721.0,23.0,97648.0,98837.0,n,56235.0,,,,,,,,,,,,,,,,
23,JSEL4H,False,43486.0,99721.0,24.0,98838.0,99721.0,y,56235.0,,,,,,,,,,,,,,,,
25,JSEL4H,False,103836.0,146709.0,26.0,103836.0,107133.0,y,42873.0,,,,,,,,,,,,,,,,
26,JSEL4H,False,103836.0,146709.0,27.0,107134.0,114205.0,n,42873.0,,,,,,,,,,,,,,,,
27,JSEL4H,False,103836.0,146709.0,28.0,114206.0,118217.0,y,42873.0,,,,,,,,,,,,,,,,
28,JSEL4H,False,103836.0,146709.0,29.0,118218.0,123963.0,n,42873.0,,,,,,,,,,,,,,,,
29,JSEL4H,False,103836.0,146709.0,30.0,123964.0,129369.0,y,42873.0,,,,,,,,,,,,,,,,
30,JSEL4H,False,103836.0,146709.0,31.0,129370.0,137121.0,n,42873.0,,,,,,,,,,,,,,,,
31,JSEL4H,False,103836.0,146709.0,32.0,137122.0,139093.0,y,42873.0,,,,,,,,,,,,,,,,
32,JSEL4H,False,103836.0,146709.0,33.0,139094.0,142561.0,n,42873.0,,,,,,,,,,,,,,,,
33,JSEL4H,False,103836.0,146709.0,34.0,142562.0,144091.0,y,42873.0,,,,,,,,,,,,,,,,
34,JSEL4H,False,103836.0,146709.0,35.0,144092.0,146709.0,n,42873.0,,,,,,,,,,,,,,,,
35,JSEL4H,False,146710.0,198355.0,36.0,146710.0,150959.0,y,51645.0,,,,,,,,,,,,,,,,
36,JSEL4H,False,146710.0,198355.0,37.0,150960.0,154835.0,n,51645.0,,,,,,,,,,,,,,,,
37,JSEL4H,False,146710.0,198355.0,38.0,154836.0,156671.0,y,51645.0,,,,,,,,,,,,,,,,
38,JSEL4H,False,146710.0,198355.0,39.0,156672.0,164457.0,n,51645.0,,,,,,,,,,,,,,,,
39,JSEL4H,False,146710.0,198355.0,40.0,164458.0,168299.0,y,51645.0,,,,,,,,,,,,,,,,
40,JSEL4H,False,146710.0,198355.0,41.0,168300.0,170951.0,n,51645.0,,,,,,,,,,,,,,,,
41,JSEL4H,False,146710.0,198355.0,42.0,170952.0,172753.0,y,51645.0,,,,,,,,,,,,,,,,
42,JSEL4H,False,146710.0,198355.0,43.0,172754.0,182987.0,n,51645.0,,,,,,,,,,,,,,,,
43,JSEL4H,False,146710.0,198355.0,44.0,182988.0,185401.0,y,51645.0,,,,,,,,,,,,,,,,
44,JSEL4H,False,146710.0,198355.0,45.0,185402.0,190161.0,n,51645.0,,,,,,,,,,,,,,,,
45,JSEL4H,False,146710.0,198355.0,46.0,190162.0,191929.0,y,51645.0,,,,,,,,,,,,,,,,
46,JSEL4H,False,146710.0,198355.0,47.0,191930.0,194955.0,n,51645.0,,,,,,,,,,,,,,,,
47,JSEL4H,False,146710.0,198355.0,48.0,194956.0,197063.0,y,51645.0,,,,,,,,,,,,,,,,
48,JSEL4H,False,146710.0,198355.0,49.0,197064.0,198355.0,n,51645.0,,,,,,,,,,,,,,,,
51,JSEL4H,False,206448.0,240107.0,52.0,206448.0,212408.0,y,33659.0,,,,,,,,,,,,,,,,
52,JSEL4H,False,206448.0,240107.0,53.0,212408.0,217463.0,n,33659.0,,,,,,,,,,,,,,,,
53,JSEL4H,False,206448.0,240107.0,54.0,217464.0,218177.0,y,33659.0,,,,,,,,,,,,,,,,
54,JSEL4H,False,206448.0,240107.0,55.0,218178.0,226881.0,n,33659.0,,,,,,,,,,,,,,,,
55,JSEL4H,False,206448.0,240107.0,56.0,226882.0,228547.0,y,33659.0,,,,,,,,,,,,,,,,
56,JSEL4H,False,206448.0,240107.0,57.0,228548.0,229907.0,n,33659.0,,,,,,,,,,,,,,,,
57,JSEL4H,False,206448.0,240107.0,58.0,229908.0,231573.0,y,33659.0,,,,,,,,,,,,,,,,
58,JSEL4H,False,206448.0,240107.0,59.0,231574.0,233647.0,n,33659.0,,,,,,,,,,,,,,,,
59,JSEL4H,False,206448.0,240107.0,60.0,233648.0,235619.0,y,33659.0,,,,,,,,,,,,,,,,
60,JSEL4H,False,206448.0,240107.0,61.0,235620.0,240107.0,n,33659.0,,,,,,,,,,,,,,,,
61,JSEL4H,False,240108.0,257359.0,62.0,240108.0,245204.0,n,17251.0,,,,,,,,,,,,,,,,
62,JSEL4H,False,240108.0,257359.0,63.0,245205.0,246601.0,y,17251.0,,,,,,,,,,,,,,,,
63,JSEL4H,False,240108.0,257359.0,64.0,246602.0,252373.0,n,17251.0,,,,,,,,,,,,,,,,
64,JSEL4H,False,240108.0,257359.0,65.0,255374.0,256903.0,y,17251.0,,,,,,,,,,,,,,,,
65,JSEL4H,False,240108.0,257359.0,66.0,256904.0,257359.0,n,17251.0,,,,,,,,,,,,,,,,
1,LFNGJV,False,5950.0,38589.0,2.0,5950.0,33557.0,y,32639.0,39168.0,84230.0,45062.0,12423.0,33218.0,45641.0,,,,,,,,,,
2,LFNGJV,False,5950.0,38589.0,3.0,33558.0,38589.0,n,32639.0,89279.00000000001,119292.0,30012.999999999985,-2626.0000000000146,83329.00000000001,80703.0,,,,,,,,,,
3,LFNGJV,False,38590.0,86155.0,4.0,38590.0,39847.0,n,47565.0,121695.00000000001,166746.0,45050.999999999985,-2514.0000000000146,83105.00000000001,80591.0,,,,,,,,,,
4,LFNGJV,False,38590.0,86155.0,5.0,39848.0,46443.0,y,47565.0,174862.00000000003,207549.0,32686.99999999997,-14878.00000000003,136272.00000000003,121394.0,,,,,,,,,,
5,LFNGJV,False,38590.0,86155.0,6.0,46444.0,48857.0,n,47565.0,209941.0,255001.0,45060.0,-2505.0,171351.0,168846.0,,,,,,,,,,
6,LFNGJV,False,38590.0,86155.0,7.0,48858.0,77961.0,y,47565.0,260242.00000000003,298388.00000000006,38146.00000000003,-9418.99999999997,221652.00000000003,212233.00000000006,,,,,,,,,,
7,LFNGJV,False,38590.0,86155.0,8.0,77962.0,83843.0,n,47565.0,300754.0,345831.0,45077.0,-2488.0,262164.0,259676.0,,,,,,,,,,
8,LFNGJV,False,38590.0,86155.0,9.0,83844.0,86155.0,y,47565.0,363423.0,394624.0,31201.0,-16364.0,324833.0,308469.0,,,,,,,,,,
10,LFNGJV,False,90610.0,121549.0,11.0,90610.0,94995.0,y,30939.0,447127.0,477116.00000000006,29989.00000000006,-949.9999999999418,356517.0,355567.00000000006,,,,,,,,,,
11,LFNGJV,False,90610.0,121549.0,12.0,94996.0,101829.0,n,30939.0,479827.00000000006,524871.0,45043.99999999994,14104.999999999942,389217.00000000006,403322.0,,,,,,,,,,
12,LFNGJV,False,90610.0,121549.0,13.0,101830.0,114477.0,y,30939.0,,,,,,,,,,,,,,,,
13,LFNGJV,False,90610.0,121549.0,14.0,114478.0,121549.0,n,30939.0,,,,,,,,,,,,,,,,
14,LFNGJV,False,121550.0,170985.0,15.0,121550.0,131274.0,y,49435.0,,,,,,,,,,,,,,,,
15,LFNGJV,False,121550.0,170985.0,16.0,131274.0,133517.0,n,49435.0,,,,,,,,,,,,,,,,
16,LFNGJV,False,121550.0,170985.0,17.0,133518.0,136237.0,y,49435.0,,,,,,,,,,,,,,,,
17,LFNGJV,False,121550.0,170985.0,18.0,136238.0,137937.0,n,49435.0,,,,,,,,,,,,,,,,
18,LFNGJV,False,121550.0,170985.0,19.0,137938.0,139977.0,y,49435.0,,,,,,,,,,,,,,,,
19,LFNGJV,False,121550.0,170985.0,20.0,139978.0,142119.0,n,49435.0,,,,,,,,,,,,,,,,
20,LFNGJV,False,121550.0,170985.0,21.0,142120.0,149667.0,y,49435.0,,,,,,,,,,,,,,,,
21,LFNGJV,False,121550.0,170985.0,22.0,149668.0,154495.0,n,49435.0,,,,,,,,,,,,,,,,
22,LFNGJV,False,121550.0,170985.0,23.0,154496.0,155345.0,y,49435.0,,,,,,,,,,,,,,,,
23,LFNGJV,False,121550.0,170985.0,24.0,155346.0,165137.0,n,49435.0,,,,,,,,,,,,,,,,
24,LFNGJV,False,121550.0,170985.0,25.0,165138.0,170985.0,y,49435.0,,,,,,,,,,,,,,,,
26,LFNGJV,False,176290.0,210017.0,27.0,176290.0,191929.0,y,33727.0,,,,,,,,,,,,,,,,
27,LFNGJV,False,176290.0,210017.0,28.0,191930.0,199035.0,n,33727.0,,,,,,,,,,,,,,,,
28,LFNGJV,False,176290.0,210017.0,29.0,199036.0,201279.0,y,33727.0,,,,,,,,,,,,,,,,
29,LFNGJV,False,176290.0,210017.0,30.0,201280.0,204067.0,n,33727.0,,,,,,,,,,,,,,,,
30,LFNGJV,False,176290.0,210017.0,31.0,204068.0,208793.0,y,33727.0,,,,,,,,,,,,,,,,
31,LFNGJV,False,176290.0,210017.0,32.0,208794.0,210017.0,n,33727.0,,,,,,,,,,,,,,,,
32,LFNGJV,False,210018.0,257515.0,33.0,210018.0,216273.0,y,47497.0,,,,,,,,,,,,,,,,
33,LFNGJV,False,210018.0,257515.0,34.0,216274.0,221271.0,n,47497.0,,,,,,,,,,,,,,,,
34,LFNGJV,False,210018.0,257515.0,35.0,221272.0,222529.0,y,47497.0,,,,,,,,,,,,,,,,
35,LFNGJV,False,210018.0,257515.0,36.0,222530.0,223277.0,n,47497.0,,,,,,,,,,,,,,,,
36,LFNGJV,False,210018.0,257515.0,37.0,223278.0,229941.0,y,47497.0,,,,,,,,,,,,,,,,
37,LFNGJV,False,210018.0,257515.0,38.0,229942.0,233035.0,n,47497.0,,,,,,,,,,,,,,,,
38,LFNGJV,False,210018.0,257515.0,39.0,233036.0,234089.0,y,47497.0,,,,,,,,,,,,,,,,
39,LFNGJV,False,210018.0,257515.0,40.0,234090.0,235109.0,n,47497.0,,,,,,,,,,,,,,,,
40,LFNGJV,False,210018.0,257515.0,41.0,235110.0,239257.0,y,47497.0,,,,,,,,,,,,,,,,
41,LFNGJV,False,210018.0,257515.0,42.0,239258.0,242861.0,n,47497.0,,,,,,,,,,,,,,,,
42,LFNGJV,False,210018.0,257515.0,43.0,242862.0,257515.0,y,47497.0,,,,,,,,,,,,,,,,
44,LFNGJV,False,262378.0,300967.0,45.0,262378.0,290257.0,y,38589.0,,,,,,,,,,,,,,,,
45,LFNGJV,False,262378.0,300967.0,46.0,290258.0,295493.0,n,38589.0,,,,,,,,,,,,,,,,
46,LFNGJV,False,262378.0,300967.0,47.0,295494.0,300967.0,y,38589.0,,,,,,,,,,,,,,,,
47,LFNGJV,False,300968.0,350573.0,48.0,300968.0,317185.0,y,49605.0,,,,,,,,,,,,,,,,
48,LFNGJV,False,300968.0,350573.0,49.0,317186.0,328643.0,n,49605.0,,,,,,,,,,,,,,,,
49,LFNGJV,False,300968.0,350573.0,50.0,328644.0,337935.0,y,49605.0,,,,,,,,,,,,,,,,
50,LFNGJV,False,300968.0,350573.0,51.0,337936.0,348805.0,n,49605.0,,,,,,,,,,,,,,,,
51,LFNGJV,False,300968.0,350573.0,52.0,348806.0,350573.0,y,49605.0,,,,,,,,,,,,,,,,
55,LFNGJV,False,365840.0,397153.0,56.0,365840.0,379507.0,y,31313.0,,,,,,,,,,,,,,,,
56,LFNGJV,False,365840.0,397153.0,57.0,379508.0,380459.0,n,31313.0,,,,,,,,,,,,,,,,
57,LFNGJV,False,365840.0,397153.0,58.0,380460.0,387701.0,y,31313.0,,,,,,,,,,,,,,,,
58,LFNGJV,False,365840.0,397153.0,59.0,387702.0,391271.0,n,31313.0,,,,,,,,,,,,,,,,
59,LFNGJV,False,365840.0,397153.0,60.0,391272.0,394671.0,y,31313.0,,,,,,,,,,,,,,,,
60,LFNGJV,False,365840.0,397153.0,61.0,394672.0,397153.0,n,31313.0,,,,,,,,,,,,,,,,
61,LFNGJV,False,397154.0,444481.0,62.0,397154.0,412351.0,y,47327.0,,,,,,,,,,,,,,,,
62,LFNGJV,False,397154.0,444481.0,63.0,412352.0,421497.0,n,47327.0,,,,,,,,,,,,,,,,
63,LFNGJV,False,397154.0,444481.0,64.0,421498.0,423401.0,y,47327.0,,,,,,,,,,,,,,,,
64,LFNGJV,False,397154.0,444481.0,65.0,423402.0,427685.0,n,47327.0,,,,,,,,,,,,,,,,
65,LFNGJV,False,397154.0,444481.0,66.0,427686.0,434213.0,y,47327.0,,,,,,,,,,,,,,,,
66,LFNGJV,False,397154.0,444481.0,67.0,434214.0,442713.0,n,47327.0,,,,,,,,,,,,,,,,
67,LFNGJV,False,397154.0,444481.0,68.0,442714.0,444481.0,y,47327.0,,,,,,,,,,,,,,,,
69,LFNGJV,False,448290.0,479637.0,70.0,448290.0,453695.0,y,31347.0,,,,,,,,,,,,,,,,
70,LFNGJV,False,448290.0,479637.0,71.0,453696.0,457129.0,n,31347.0,,,,,,,,,,,,,,,,
71,LFNGJV,False,448290.0,479637.0,72.0,457130.0,457979.0,y,31347.0,,,,,,,,,,,,,,,,
72,LFNGJV,False,448290.0,479637.0,73.0,457980.0,468281.0,n,31347.0,,,,,,,,,,,,,,,,
73,LFNGJV,False,448290.0,479637.0,74.0,468282.0,475795.0,y,31347.0,,,,,,,,,,,,,,,,
74,LFNGJV,False,448290.0,479637.0,75.0,475796.0,479637.0,n,31347.0,,,,,,,,,,,,,,,,
75,LFNGJV,False,479638.0,526193.0,76.0,479638.0,485451.0,y,46555.0,,,,,,,,,,,,,,,,
76,LFNGJV,False,479638.0,526193.0,77.0,485452.0,499901.0,n,46555.0,,,,,,,,,,,,,,,,
77,LFNGJV,False,479638.0,526193.0,78.0,499902.0,511257.0,y,46555.0,,,,,,,,,,,,,,,,
78,LFNGJV,False,479638.0,526193.0,79.0,511258.0,515677.0,n,46555.0,,,,,,,,,,,,,,,,
79,LFNGJV,False,479638.0,526193.0,80.0,515678.0,526193.0,y,46555.0,,,,,,,,,,,,,,,,
1,TMT2Uc,False,5134.0,36447.0,2.0,5134.0,24649.0,y,31313.0,37011.0,82045.0,45034.0,13721.0,31877.0,45598.0,,,,,,,,,,
2,TMT2Uc,False,5134.0,36447.0,3.0,24650.0,25431.0,n,31313.0,86817.0,124729.00000000001,37912.000000000015,6599.000000000015,81683.0,88282.00000000001,,,,,,,,,,
3,TMT2Uc,False,5134.0,36447.0,4.0,25432.0,33523.0,y,31313.0,126895.00000000001,171918.0,45022.999999999985,13709.999999999985,121761.00000000001,135471.0,,,,,,,,,,
4,TMT2Uc,False,5134.0,36447.0,5.0,33524.0,35733.0,n,31313.0,184189.00000000003,215163.0,30973.99999999997,-339.0000000000291,179055.00000000003,178716.0,,,,,,,,,,
5,TMT2Uc,False,5134.0,36447.0,6.0,35734.0,36447.0,y,31313.0,217251.0,262281.0,45030.0,13717.0,212117.0,225834.0,,,,,,,,,,
